	LH_Vis_1	LH_Vis_2	LH_Vis_3	LH_Vis_4	LH_Vis_5	LH_Vis_6	LH_Vis_7	LH_Vis_8	LH_Vis_9	LH_SomMot_1	LH_SomMot_2	LH_SomMot_3	LH_SomMot_4	LH_SomMot_5	LH_SomMot_6	LH_DorsAttn_Post_1	LH_DorsAttn_Post_2	LH_DorsAttn_Post_3	LH_DorsAttn_Post_4	LH_DorsAttn_Post_5	LH_DorsAttn_Post_6	LH_DorsAttn_PrCv_1	LH_DorsAttn_FEF_1	LH_SalVentAttn_ParOper_1	LH_SalVentAttn_FrOperIns_1	LH_SalVentAttn_FrOperIns_2	LH_SalVentAttn_PFCl_1	LH_SalVentAttn_Med_1	LH_SalVentAttn_Med_2	LH_SalVentAttn_Med_3	LH_Limbic_OFC_1	LH_Limbic_TempPole_1	LH_Limbic_TempPole_2	LH_Cont_Par_1	LH_Cont_PFCl_1	LH_Cont_pCun_1	LH_Cont_Cing_1	LH_Default_Temp_1	LH_Default_Temp_2	LH_Default_Par_1	LH_Default_Par_2	LH_Default_PFC_1	LH_Default_PFC_2	LH_Default_PFC_3	LH_Default_PFC_4	LH_Default_PFC_5	LH_Default_PFC_6	LH_Default_PFC_7	LH_Default_pCunPCC_1	LH_Default_pCunPCC_2	RH_Vis_1	RH_Vis_2	RH_Vis_3	RH_Vis_4	RH_Vis_5	RH_Vis_6	RH_Vis_7	RH_Vis_8	RH_SomMot_1	RH_SomMot_2	RH_SomMot_3	RH_SomMot_4	RH_SomMot_5	RH_SomMot_6	RH_SomMot_7	RH_SomMot_8	RH_DorsAttn_Post_1	RH_DorsAttn_Post_2	RH_DorsAttn_Post_3	RH_DorsAttn_Post_4	RH_DorsAttn_Post_5	RH_DorsAttn_PrCv_1	RH_DorsAttn_FEF_1	RH_SalVentAttn_TempOccPar_1	RH_SalVentAttn_TempOccPar_2	RH_SalVentAttn_FrOperIns_1	RH_SalVentAttn_Med_1	RH_SalVentAttn_Med_2	RH_Limbic_OFC_1	RH_Limbic_TempPole_1	RH_Cont_Par_1	RH_Cont_Par_2	RH_Cont_PFCl_1	RH_Cont_PFCl_2	RH_Cont_PFCl_3	RH_Cont_PFCl_4	RH_Cont_Cing_1	RH_Cont_PFCmp_1	RH_Cont_pCun_1	RH_Default_Par_1	RH_Default_Temp_1	RH_Default_Temp_2	RH_Default_Temp_3	RH_Default_PFCv_1	RH_Default_PFCv_2	RH_Default_PFCdPFCm_1	RH_Default_PFCdPFCm_2	RH_Default_PFCdPFCm_3	RH_Default_pCunPCC_1	RH_Default_pCunPCC_2
LH_Limbic_OFC_1	0.29151079	0.32324694	0.23268015	0.25949573	0.25178693	0.20061292	0.26920981	0.24561155	0.22498309	0.28723777	0.34578472	0.22543386	0.17115357	0.33499361	0.41132347	0.40338835	0.05160246	0.21200320	0.06806846	0.25752683	0.11359922	0.11006246	0.21084003	0.07809361	0.19665142	0.05504231	0.10037299	0.18400533	0.27684539	0.25258311	1.00000000	0.53473683	0.50342687	0.27143396	0.25300104	0.18239874	0.29840057	0.52462340	0.38660802	0.32488168	0.46572991	0.36108087	0.46127116	0.51591250	0.46533880	0.46439540	0.35902399	0.42058932	0.29524076	0.43362244	0.27338945	0.29634851	0.30276529	0.20670480	0.25203002	0.20164477	0.19450392	0.20779117	0.32830165	0.28319230	0.20620242	0.16920502	0.26170999	0.35011830	0.17878239	0.39838847	0.29596280	0.12348908	0.14388770	0.19808360	0.12296035	0.10234692	0.15076913	0.28558740	0.10899501	0.05123587	0.24811347	0.15741878	0.60320907	0.44606831	-0.00228878	0.32743969	0.31198087	0.16496771	0.01653854	0.22160392	0.24774343	0.10721662	0.20210453	0.23777437	0.42537020	0.45927708	0.32595007	0.35742293	0.22234914	0.47778301	0.30857067	0.24233412	0.23351540	0.33845120
LH_Limbic_TempPole_1	0.32858265	0.32984871	0.28386155	0.26656430	0.30691023	0.22521359	0.31235032	0.26650249	0.24552014	0.28126975	0.34526809	0.27089700	0.23348963	0.38263198	0.41166131	0.35153932	0.09551196	0.17605769	0.17546600	0.20540062	0.18617647	0.04079489	0.22410925	0.20232446	0.30036406	0.06903771	0.12492928	0.21237288	0.32253038	0.25607717	0.53473683	1.00000000	0.35897346	0.14070921	0.08512714	0.22604432	0.27986076	0.59211084	0.40483098	0.33302507	0.41914291	0.39939263	0.35438074	0.43520789	0.34800587	0.43322808	0.30124118	0.31730410	0.31331184	0.40133236	0.32875961	0.28263535	0.31996142	0.20764659	0.26672135	0.26837084	0.23484457	0.23589168	0.30878941	0.33465090	0.24917061	0.18920707	0.30714314	0.37460965	0.24904859	0.39982332	0.30939590	0.19263776	0.06476701	0.13806830	0.14815218	0.03190677	0.15573054	0.27573075	0.18691358	0.08738320	0.32438222	0.18908260	0.38876003	0.60615387	-0.06686208	0.25555963	0.20389197	0.04007199	0.02472107	0.13796980	0.25300987	0.18990243	0.21893855	0.23422840	0.34164322	0.49426134	0.33217389	0.35088880	0.17058079	0.44486131	0.33277796	0.18586812	0.28166896	0.33787955
LH_Limbic_TempPole_2	0.27861290	0.26817986	0.14806407	0.18802533	0.21547631	0.12869188	0.19802353	0.13643322	0.11068841	0.20379928	0.18076920	0.16422945	0.14552525	0.25290217	0.37679091	0.42226481	0.00135088	0.23858608	0.04318178	0.32744702	0.01278218	0.24227037	0.21948368	0.07580725	0.11131492	-0.02423529	0.22222144	0.18425289	0.19941413	0.25633837	0.50342688	0.35897346	1.00000000	0.45206657	0.42365913	0.16240292	0.35283033	0.48164431	0.48037906	0.35386680	0.64533247	0.24044273	0.52418072	0.32281764	0.50281886	0.50726504	0.57291909	0.57454252	0.30715373	0.42483289	0.23697185	0.18997064	0.25504791	0.18640345	0.16753678	0.12008807	0.10912101	0.09172708	0.23018130	0.20153693	0.12423450	0.16566325	0.18389984	0.20686355	0.08097301	0.34545597	0.26983400	0.00178002	0.20613102	0.22728578	0.03655058	0.05052105	0.02893730	0.24611489	-0.06755210	-0.05935759	0.11881797	0.07085912	0.30782055	0.35292260	-0.02095814	0.48502836	0.38335339	0.20285598	0.05615616	0.34835286	0.28691630	0.15238312	0.19162686	0.26636333	0.54180169	0.34591484	0.31293829	0.21768677	0.13288963	0.33199395	0.35674931	0.39487236	0.26389904	0.31356416
LH_Cont_Par_1	0.13700733	0.22459519	0.13175459	0.09468413	0.14425777	0.12557126	0.16345935	0.07934089	0.14840738	0.23862654	0.16781429	0.21298763	0.12486692	0.22992589	0.26569898	0.45069817	0.34146044	0.54678073	0.37468939	0.46430617	0.21635269	0.51501934	0.42335394	0.27497069	0.11338460	0.15429378	0.21553977	0.11982790	0.22015463	0.29430352	0.27143397	0.14070921	0.45206658	1.00000000	0.58927365	0.28333273	0.27425373	0.10806732	0.18114010	0.24230369	0.41385133	0.02912074	0.30206155	-0.07143098	0.29789800	0.10388237	0.44285954	0.36856349	0.15450570	0.17269470	0.14004618	0.15057622	0.23017168	0.17199545	0.15159957	0.11666559	0.08313209	0.08945426	0.22766249	0.15566384	0.16983132	0.11986855	0.11033156	0.23769411	0.18838357	0.25216389	0.23110671	0.24308759	0.51726420	0.43131556	0.21901807	0.28484149	0.31234196	0.15325038	0.13977596	0.07136000	0.17908666	0.19550253	0.26874041	0.11152206	0.20839034	0.39053109	0.34374798	0.37830305	0.17381905	0.39678136	0.25083889	0.08821062	0.29067971	0.12734904	0.30197465	0.11484934	0.11434497	0.01350455	0.13151354	-0.00422835	0.08743651	0.27851495	0.15010782	0.14204093
LH_Cont_PFCl_1	0.09635370	0.15053055	0.09199183	0.09979373	0.14949572	0.15398087	0.19061949	0.05668411	0.06192923	0.23932476	0.12848357	0.23760847	0.17599338	0.10547864	0.14477111	0.34367122	0.25692342	0.30024016	0.15270117	0.34077439	0.09383794	0.59165269	0.31502704	0.32136860	0.15560931	0.29591727	0.30446166	0.21685591	0.12189532	0.31481940	0.25300103	0.08512714	0.42365914	0.58927367	1.00000000	0.09651675	0.13767889	0.03610413	0.17185622	0.30580724	0.30108684	0.07843839	0.45082637	-0.07596222	0.35038189	0.15033475	0.47901258	0.36143032	0.11511330	0.04543476	0.14455292	0.14612133	0.16767095	0.14822858	0.16961593	0.09202032	0.05915834	0.05912042	0.23747763	0.17115992	0.19327544	0.19874139	0.13394965	0.14527427	0.09987875	0.18032328	0.17910463	0.10676411	0.31231007	0.18618614	0.12739067	0.39249868	0.20076300	0.23342170	0.16469081	0.15287011	0.04915850	0.18607682	0.18331448	0.04519657	0.21570160	0.20600121	0.28397822	0.48009770	0.17345921	0.34707584	0.04345238	0.09621588	0.08614716	0.13130621	0.21150212	0.12326755	0.11444974	0.00849359	0.17266959	-0.09971659	0.04948568	0.20103494	0.06272597	-0.01880059
LH_Cont_pCun_1	0.30366628	0.29937440	0.36066733	0.18331905	0.28078754	0.34764166	0.26265141	0.31668868	0.56628794	0.10038346	0.07954960	0.11079106	0.07217927	0.15688698	0.11101574	0.16913009	-0.05060833	0.32111305	-0.00339249	0.47722106	0.07946561	-0.03612454	0.13888631	0.15399526	0.06331372	0.08790251	0.23821598	0.27717599	0.50623677	0.19318650	0.18239874	0.22604433	0.16240293	0.28333273	0.09651675	1.00000000	0.64557777	0.21403940	0.15431892	0.11375645	0.35548234	0.17127603	-0.02103910	0.21586939	0.25600019	0.15812377	0.15934503	0.18230412	0.53435430	0.51916913	0.23473808	0.28751476	0.12422504	0.11471975	0.32657268	0.36601615	0.21158857	0.38683689	0.13380676	0.08138018	0.09848680	0.04489902	0.11749437	0.08536170	0.13043872	0.07652214	0.28835731	-0.02362415	0.08325101	0.30128878	0.23085452	-0.05767614	0.15516415	0.15088949	0.07609922	0.08166552	0.40408388	0.23621741	0.17502746	0.21327051	0.08478849	0.30010282	0.14238286	0.10457069	0.18987284	0.15103873	0.60756566	0.22295095	0.75734191	0.24933660	0.14825536	0.19325529	0.13887175	0.15221167	0.03217279	0.24993035	0.11800146	0.20105977	0.52463341	0.51071016
LH_Cont_Cing_1	0.26725529	0.19449328	0.13705966	0.19933745	0.17116873	0.15412001	0.17678958	0.12985259	0.26838377	0.09177524	0.14593999	0.05411858	-0.03462279	0.10236245	0.16795406	0.19093079	-0.06733057	0.17122265	-0.06332009	0.28232150	-0.02810897	-0.01766851	0.04979521	0.09151780	0.11844417	0.08203365	0.26022021	0.42219734	0.35592916	0.13956168	0.29840057	0.27986076	0.35283033	0.27425373	0.13767888	0.64557778	1.00000000	0.30787766	0.23753894	0.11482971	0.47292763	0.26720782	0.15238911	0.42243984	0.33955830	0.38846506	0.29846424	0.35912235	0.42623587	0.56287214	0.19727755	0.14534118	0.16726646	0.10402150	0.17500505	0.14323543	0.07477433	0.13248136	0.10841823	0.04424304	0.04389359	-0.04642023	-0.02071663	0.08138315	0.05934324	0.10780137	0.22400285	-0.03617682	0.11016231	0.19199420	0.05283986	-0.07235025	0.02300626	0.18880787	-0.01244301	0.05340398	0.29572968	0.15800983	0.23504186	0.25341755	0.12722579	0.39928996	0.23310733	0.10748573	0.19059262	0.25212115	0.76912143	0.43168901	0.52782317	0.28645155	0.30436952	0.23670037	0.20793468	0.26844151	0.07161331	0.41498998	0.32764660	0.30625696	0.38567643	0.51991851
LH_Default_Temp_1	0.32418353	0.37446362	0.28699256	0.29628215	0.33823617	0.27857868	0.31571313	0.27256595	0.25395624	0.27631185	0.27387261	0.24055356	0.19186695	0.37877308	0.44527213	0.30789573	-0.08271722	0.07299829	0.05346159	0.25461464	0.12823259	-0.01216188	0.12569898	0.05959048	0.15404435	-0.05244366	0.15748013	0.15146265	0.30913110	0.23341528	0.52462342	0.59211084	0.48164432	0.10806732	0.03610413	0.21403942	0.30787766	1.00000000	0.64908777	0.47839392	0.62164346	0.46536657	0.45565912	0.60772703	0.47287364	0.65032385	0.42007507	0.40019599	0.41022172	0.59766653	0.26774945	0.30383853	0.26005465	0.22199479	0.27037133	0.27726032	0.19398544	0.24383001	0.33838980	0.29356049	0.21561144	0.18286943	0.26644283	0.35465843	0.20351658	0.43948330	0.36649923	0.08633383	0.00032373	0.08570050	0.12278331	-0.03948262	0.05546941	0.36558030	0.03908500	0.01559872	0.26955356	0.07474109	0.39317314	0.50437868	-0.12588861	0.41700868	0.30355348	0.04134768	0.02565132	0.21034708	0.28716786	0.18744729	0.28315325	0.36769647	0.53369769	0.54823739	0.53046673	0.40880773	0.23076763	0.58093359	0.53376224	0.31016655	0.35140680	0.51692890
LH_Default_Temp_2	0.15010052	0.28975055	0.20632740	0.21794988	0.24423084	0.15632112	0.22334030	0.17263603	0.14939370	0.36210735	0.27171226	0.23138608	0.17626925	0.30830093	0.40633169	0.28747238	-0.05635760	0.08481821	0.05072924	0.19450330	0.12552387	0.10956468	0.09085168	0.07949088	0.15112801	0.06059363	0.24831369	0.20986390	0.15846706	0.26536616	0.38660803	0.40483096	0.48037906	0.18114010	0.17185622	0.15431892	0.23753895	0.64908777	1.00000000	0.54717765	0.53190069	0.45460518	0.56082053	0.41800175	0.44112992	0.58727709	0.48080171	0.32105319	0.22640716	0.42047540	0.15426488	0.23292644	0.25315682	0.26945724	0.16880906	0.18803180	0.15069348	0.12545004	0.40810238	0.29328649	0.20509542	0.18257182	0.22997295	0.33444447	0.17174786	0.41244205	0.25734137	0.09127387	0.07582571	0.09451402	0.11303962	0.04193323	0.02050219	0.40847835	0.05343585	0.05812064	0.13775800	0.03250513	0.27167562	0.36716630	-0.02216164	0.32049832	0.29547873	0.09763772	0.11395564	0.24918643	0.22188192	0.18669014	0.15857021	0.25046397	0.46007353	0.44625668	0.59007349	0.35217002	0.26051404	0.37418533	0.44998775	0.21094213	0.18951431	0.34014695
LH_Default_Par_1	0.20032550	0.27017938	0.23886604	0.18716551	0.28640895	0.30798301	0.47429337	0.20720359	0.23309746	0.55931150	0.40215228	0.46909437	0.38293411	0.36811820	0.38413506	0.30800081	0.11676163	0.06577860	0.07263397	0.30951558	0.17313248	0.29731389	0.15404860	0.40894771	0.25136228	0.20066126	0.23983554	0.23999354	0.30294800	0.36582025	0.32488168	0.33302507	0.35386682	0.24230370	0.30580725	0.11375646	0.11482971	0.47839393	0.54717766	1.00000000	0.42754927	0.31530969	0.44165552	0.23474302	0.31110947	0.39400738	0.44206607	0.27300780	0.29691264	0.29951761	0.19978398	0.22809387	0.20055011	0.17040591	0.27992566	0.25475070	0.15049334	0.22698324	0.55526481	0.39852418	0.38571673	0.36838071	0.36683001	0.33263174	0.15251251	0.40973229	0.41980165	0.12265416	0.04369196	0.05115078	0.17653450	0.24494542	0.12306256	0.60386192	0.25460340	0.21677976	0.25250514	0.24423279	0.27646938	0.27697180	0.06174796	0.20699459	0.15127360	0.16963795	0.14477542	0.24276928	0.07775465	0.13410507	0.15596159	0.33242775	0.31762943	0.46051404	0.49491320	0.19972442	0.25371226	0.20190005	0.29817290	0.19116602	0.24142368	0.25394092
LH_Default_Par_2	0.30207600	0.25521027	0.11881119	0.20232012	0.20966546	0.16500020	0.25087675	0.12440854	0.19806155	0.12499356	0.17152806	0.10741375	0.19041229	0.24528209	0.30726049	0.28065817	-0.06360324	0.13074685	-0.01168729	0.42937153	-0.01399419	0.07049080	0.17155616	0.08401313	0.00375733	-0.12570667	0.28230664	0.17248428	0.31708284	0.21888004	0.46572990	0.41914291	0.64533247	0.41385134	0.30108685	0.35548234	0.47292762	0.62164344	0.53190068	0.42754929	1.00000000	0.31168996	0.44853691	0.47453018	0.63628316	0.65691912	0.64136015	0.67098814	0.47453815	0.70074818	0.24389832	0.17640735	0.21067131	0.09242631	0.17176739	0.17109056	0.09130320	0.12145776	0.19654008	0.16745273	0.07056785	0.15199241	0.16208294	0.22827960	0.12342666	0.31945624	0.37694429	0.01967224	0.14218690	0.17637863	0.08351783	-0.06925596	0.08782268	0.32061046	-0.07279600	-0.14688320	0.21669216	0.01713249	0.35990779	0.41399747	0.07362693	0.65260466	0.43742953	0.11555990	0.09638606	0.35894124	0.43190245	0.17505002	0.38987044	0.53825837	0.57059589	0.40759786	0.37021713	0.25878633	0.10844208	0.48430879	0.52253961	0.48176715	0.40538137	0.57602288
LH_Default_PFC_1	0.12027112	0.25164887	0.20207495	0.25892078	0.24409140	0.14405796	0.17598667	0.19463101	0.13386800	0.30073674	0.25776576	0.17425408	0.12826837	0.24935403	0.30847315	0.16818983	0.00670262	0.02502406	0.06325405	0.09411747	0.09469902	0.02133463	0.12262729	0.20886830	0.35230990	0.33237810	0.29634617	0.44378071	0.27251508	0.34016835	0.36108087	0.39939262	0.24044273	0.02912074	0.07843839	0.17127602	0.26720782	0.46536657	0.45460519	0.31530969	0.31168997	1.00000000	0.53831915	0.49146695	0.35985129	0.54014495	0.29304693	0.20331021	0.19370321	0.32148290	0.14905014	0.21725426	0.17070219	0.22084239	0.16702589	0.14712205	0.18942939	0.15417878	0.36353660	0.20830830	0.19026547	0.11456164	0.21795194	0.27170175	0.23134203	0.29394982	0.19295260	0.09452884	0.03532638	0.00936552	0.09467146	0.06470140	0.09420603	0.34234882	0.14769817	0.27721173	0.21346862	0.22541504	0.31031675	0.34158901	0.07155828	0.08984876	0.18136096	0.04895413	0.18860001	0.13628762	0.21443426	0.38777099	0.12805463	0.19611239	0.28252785	0.44238204	0.46259318	0.61785188	0.47649524	0.37358101	0.39169139	0.11252103	0.13521077	0.26173261
LH_Default_PFC_2	0.03685306	0.21556067	0.14777115	0.20225044	0.14255301	0.07733225	0.21726087	0.11932452	0.03613894	0.32503059	0.27071288	0.23645735	0.17278520	0.30562866	0.38767092	0.31493199	0.11272675	0.08923599	0.09145265	0.10199032	0.09326827	0.31000628	0.18959980	0.25119666	0.27525799	0.29161795	0.28940651	0.32387244	0.09935936	0.38676382	0.46127115	0.35438074	0.52418071	0.30206155	0.45082635	-0.02103910	0.15238911	0.45565911	0.56082053	0.44165553	0.44853689	0.53831915	1.00000000	0.30388826	0.48223777	0.55092924	0.50362452	0.31422644	0.02738166	0.17465506	0.12920739	0.20407006	0.25046875	0.22913522	0.12759292	0.08635406	0.15294398	0.09058130	0.41070527	0.28312485	0.27174357	0.18959942	0.24619335	0.33491071	0.20282787	0.39226205	0.17983191	0.11104537	0.12423774	0.04509650	0.01212272	0.15506082	0.06307308	0.37281395	0.13902626	0.20689319	0.05704325	0.16251414	0.30639215	0.28977497	0.04868464	0.17254228	0.32132980	0.20156307	0.13331793	0.23955926	0.04923594	0.21514326	-0.05555912	0.15264917	0.36908930	0.41059389	0.44723357	0.40848120	0.48174152	0.21250156	0.33463062	0.11118440	-0.03612493	0.05963741
LH_Default_PFC_3	0.33875383	0.27072614	0.17968027	0.27695459	0.26399228	0.18542645	0.24909688	0.18416097	0.16871683	0.11125050	0.16999935	0.07549702	0.05955683	0.22556704	0.31111964	0.22229458	-0.12570753	-0.02231495	-0.01509856	0.12101667	0.01971790	-0.14255266	-0.02041348	-0.12826165	0.10935351	-0.06137218	0.10838306	0.30013315	0.24166029	0.07335877	0.51591249	0.43520789	0.32281763	-0.07143098	-0.07596222	0.21586939	0.42243982	0.60772703	0.41800175	0.23474302	0.47453018	0.49146697	0.30388826	1.00000000	0.36617798	0.68440247	0.22686494	0.40910194	0.46440257	0.63955726	0.29205896	0.18598594	0.19663687	0.16243903	0.19463570	0.15518717	0.11986635	0.14818971	0.19697969	0.12293940	0.05508102	0.05554387	0.07468988	0.23588916	0.08035984	0.27716292	0.30148909	-0.02997145	-0.13312426	-0.00618349	0.03587977	-0.16675708	-0.09767155	0.24357405	-0.10036408	-0.03802670	0.15922030	-0.07271634	0.25278021	0.34149225	-0.22832352	0.30014366	0.16040120	-0.09530565	-0.01900449	0.04808243	0.38152140	0.31677974	0.21098145	0.27189263	0.43206693	0.45438414	0.39732001	0.49088428	0.11087903	0.76667162	0.52203485	0.27200182	0.39451281	0.57130435
LH_Default_PFC_4	0.15207959	0.25572467	0.16692258	0.20088803	0.23567193	0.18072108	0.21053880	0.19002226	0.18746438	0.15422255	0.14443382	0.17138956	0.16803924	0.22518043	0.29983088	0.22132832	-0.02844738	0.14865865	-0.00333918	0.37122858	0.03295052	0.11144972	0.21640404	0.13884835	0.10159506	0.09616917	0.43821132	0.24677233	0.31858308	0.28639822	0.46533881	0.34800587	0.50281885	0.29789800	0.35038190	0.25600019	0.33955831	0.47287365	0.44112993	0.31110947	0.63628316	0.35985130	0.48223777	0.36617796	1.00000000	0.56260879	0.54967126	0.50553045	0.25621870	0.47249177	0.14990945	0.24595464	0.21156354	0.17133149	0.19368550	0.15916748	0.16284302	0.18917703	0.19214336	0.19944977	0.15421916	0.15363147	0.17938797	0.23229562	0.12366148	0.28597237	0.24213339	0.00062017	0.13220417	0.11214877	0.10027033	0.02327419	0.15677462	0.24829776	0.01413839	-0.01222885	0.23262555	0.14998907	0.41229775	0.31904380	0.11899343	0.43234725	0.51806952	0.22182439	0.25799603	0.29766773	0.25799481	0.24559964	0.29245703	0.35366618	0.41313857	0.28537998	0.32282158	0.21072005	0.19207833	0.39588489	0.42092716	0.38238064	0.19530157	0.33689008
LH_Default_PFC_5	0.18511675	0.22471371	0.08621048	0.20219057	0.20932274	0.10517315	0.24551935	0.10001012	0.07380855	0.18985592	0.21423736	0.17784864	0.12780760	0.23065646	0.34383354	0.21583536	-0.09264317	-0.04531338	-0.04359800	0.20535237	0.03531768	-0.00528299	0.08143961	0.05611053	0.10928622	0.00918636	0.37998426	0.37018075	0.23939960	0.24530253	0.46439541	0.43322807	0.50726504	0.10388237	0.15033475	0.15812377	0.38846506	0.65032386	0.58727711	0.39400739	0.65691912	0.54014495	0.55092923	0.68440247	0.56260879	1.00000000	0.52030376	0.54494023	0.32944637	0.57960060	0.17519100	0.15476373	0.19955264	0.15300742	0.13313873	0.09873952	0.06212910	0.04348792	0.24598726	0.21332845	0.12315796	0.13271876	0.12335557	0.24446986	0.09649289	0.31451631	0.29223875	-0.03048865	-0.08128352	-0.03739389	0.01087626	-0.11012939	-0.03833410	0.29745350	-0.03787913	-0.02490102	0.12649110	0.01483580	0.25794885	0.34103474	-0.09019775	0.38082487	0.30549183	0.01250311	0.12592900	0.20579789	0.30426200	0.35662855	0.15237229	0.37105737	0.46999793	0.39974320	0.43546398	0.45817152	0.23317940	0.60397029	0.67787371	0.37364687	0.27296045	0.45703483
LH_Default_PFC_6	0.11843821	0.16499713	0.02553404	0.16192783	0.16529291	0.10578400	0.16181560	0.07821956	0.05927225	0.20064367	0.18014211	0.17679608	0.20087077	0.18142289	0.30244631	0.26722721	0.02856879	0.16471654	0.01377301	0.33203343	0.00302108	0.33444765	0.23713366	0.23715410	0.06698973	0.06153602	0.38248313	0.23450024	0.19949436	0.33193909	0.35902399	0.30124118	0.57291908	0.44285954	0.47901259	0.15934503	0.29846423	0.42007507	0.48080170	0.44206607	0.64136015	0.29304693	0.50362452	0.22686494	0.54967128	0.52030374	1.00000000	0.52884771	0.20566802	0.38811066	0.05386901	0.08726586	0.18235268	0.08932227	0.14504922	0.06512520	0.05455864	0.03199251	0.18692153	0.17066145	0.10305798	0.18393727	0.15929522	0.19126645	0.08112149	0.32501341	0.20821815	0.04042154	0.18516754	0.09585882	0.03201656	0.07002526	0.08269596	0.31620858	0.02584438	-0.06213309	0.11876931	0.09174535	0.30417572	0.23746788	0.11812046	0.39091688	0.34957515	0.15823062	0.12904636	0.41103388	0.18914093	0.12942935	0.16058067	0.29366449	0.37461187	0.28555109	0.27677895	0.15148795	0.13530714	0.19438096	0.36239423	0.31059117	0.13867064	0.24128554
LH_Default_PFC_7	0.33245953	0.12163886	-0.00708881	0.13297253	0.10190257	0.03417823	0.16273898	0.01070424	0.02632094	0.06846095	0.07009955	0.08050474	0.08913104	0.12273108	0.22736335	0.30914486	0.05608549	0.18334170	0.07309393	0.38955949	-0.00563691	0.20398812	0.27253022	0.07608759	0.01449377	-0.08038503	0.29452776	0.24385494	0.25537228	0.18279319	0.42058933	0.31730410	0.57454253	0.36856348	0.36143032	0.18230412	0.35912235	0.40019599	0.32105320	0.27300780	0.67098814	0.20331021	0.31422644	0.40910195	0.50553043	0.54494022	0.52884771	1.00000000	0.41885230	0.55030851	0.29614765	0.08334113	0.20194686	0.02284262	0.05458855	0.03978820	0.00749029	-0.01571163	0.09802457	0.09439408	-0.01563647	0.05090513	0.05892434	0.18456037	0.02406638	0.23792642	0.32591005	0.07052903	0.23445151	0.22603400	0.09479916	0.02175345	0.14523861	0.19517684	-0.09689840	-0.15089428	0.17507199	0.02170398	0.23163990	0.24142702	0.02310837	0.51886748	0.33541674	0.08941409	0.10708318	0.31959937	0.30618661	0.22960485	0.22168466	0.37860878	0.44638670	0.31153078	0.22637024	0.17920962	0.03422550	0.39570543	0.39642345	0.56498701	0.37390301	0.46029056
LH_Default_pCunPCC_1	0.58399361	0.35400210	0.36891448	0.27318200	0.41421734	0.46914192	0.37554945	0.32555691	0.42799162	0.17808397	0.16559034	0.17391948	0.21814144	0.24946295	0.25530788	0.25963069	-0.07004875	0.17914357	-0.00522784	0.46823970	0.06505882	0.02995605	0.11945553	0.06350768	0.04836351	-0.08134621	0.09423858	0.19216169	0.46497473	0.14789530	0.29524075	0.31331184	0.30715373	0.15450570	0.11511330	0.53435429	0.42623588	0.41022172	0.22640716	0.29691265	0.47453814	0.19370320	0.02738166	0.46440256	0.25621870	0.32944636	0.20566802	0.41885230	1.00000000	0.66804734	0.50081045	0.31625594	0.17463689	0.15137683	0.37746797	0.44895107	0.20256507	0.33003480	0.19020303	0.18181946	0.09934915	0.16654548	0.15362719	0.19427959	0.10929245	0.23337826	0.48233532	-0.01995655	0.00226415	0.20526654	0.23649234	-0.04514585	0.09765869	0.27651622	-0.02915802	-0.06662397	0.34549702	0.05032009	0.16959357	0.28663000	-0.11451700	0.42282277	0.17733253	0.06948123	0.03764475	0.17021280	0.44686100	0.17133372	0.55486370	0.35199725	0.36213207	0.38355840	0.22962967	0.24924072	-0.01809372	0.48075224	0.33172326	0.42516006	0.83193813	0.66738090
LH_Default_pCunPCC_2	0.39161794	0.26723710	0.15576195	0.19949106	0.25082803	0.18790149	0.22403467	0.17379810	0.25220243	0.05289941	0.08535701	0.03299028	0.07921690	0.16234964	0.23608398	0.15813628	-0.22160610	0.07514635	-0.09455613	0.42749076	-0.05205190	-0.13613551	0.06120612	-0.08914511	-0.04710281	-0.21601197	0.12845458	0.13232648	0.36589470	0.09249172	0.43362245	0.40133236	0.42483289	0.17269470	0.04543476	0.51916911	0.56287215	0.59766652	0.42047540	0.29951759	0.70074816	0.32148290	0.17465506	0.63955726	0.47249176	0.57960062	0.38811064	0.55030852	0.66804735	1.00000000	0.30871442	0.16685556	0.12396270	0.07088923	0.17066595	0.18375676	0.06285085	0.15050712	0.11461322	0.07973112	-0.03084058	0.03215785	0.05256285	0.16466584	0.07968983	0.22002797	0.36267631	-0.09813016	-0.01591117	0.13606747	0.08263822	-0.21764328	-0.01868704	0.23270424	-0.15722219	-0.18188363	0.23235521	-0.05566669	0.27548273	0.36802327	-0.14072235	0.55861991	0.28009487	-0.01560827	0.01843657	0.22326171	0.53060051	0.18626358	0.56861429	0.46206677	0.49367480	0.42135808	0.34617520	0.31572545	0.02942950	0.62171903	0.49640548	0.44564708	0.60404949	0.82856402
